,Acne_vulgaris,Acute_glomerulonephritis,Acute_hepatitis,Adverse_effects_of_medical_treatment,African_trypanosomiasis,Age-related_and_other_hearing_loss,Alcohol_use_disorders,Alopecia_areata,Alzheimer's_disease_and_other_dementias,Animal_contact,Anxiety_disorders,Aortic_aneurysm,Appendicitis,Asthma,Atrial_fibrillation_and_flutter,Attention-deficit_hyperactivity_disorder,Autism_spectrum_disorders,Bacterial_skin_diseases,Bipolar_disorder,Bladder_cancer,Blindness_and_vision_loss,Brain_and_central_nervous_system_cancer,Breast_cancer,COVID-19,Cardiomyopathy_and_myocarditis,Cervical_cancer,Chagas_disease,Chronic_kidney_disease,Chronic_obstructive_pulmonary_disease,Cirrhosis_and_other_chronic_liver_diseases,Colon_and_rectum_cancer,Conduct_disorder,Conflict_and_terrorism,Congenital_birth_defects,Cystic_echinococcosis,Cysticercosis,Decubitus_ulcer,Dengue,Depressive_disorders,Dermatitis,Diabetes_mellitus,Diarrheal_diseases,Dietary_iron_deficiency,Diphtheria,Drowning,Drug_use_disorders,Eating_disorders,Ebola,Encephalitis,Endocarditis,"Endocrine,_metabolic,_blood,_and_immune_disorders",Environmental_heat_and_cold_exposure,Esophageal_cancer,Exposure_to_forces_of_nature,Exposure_to_mechanical_forces,Eye_cancer,Falls,"Fire,_heat,_and_hot_substances",Food-borne_trematodiases,Foreign_body,Fungal_skin_diseases,Gallbladder_and_biliary_diseases,Gallbladder_and_biliary_tract_cancer,Gout,Guinea_worm_disease,Gynecological_diseases,HIV_AIDS,Headache_disorders,Hemoglobinopathies_and_hemolytic_anemias,Hodgkin_lymphoma,Hypertensive_heart_disease,Idiopathic_developmental_intellectual_disability,Idiopathic_epilepsy,Inflammatory_bowel_disease,"Inguinal,_femoral,_and_abdominal_hernia",Interpersonal_violence,Intestinal_nematode_infections,Invasive_Non-typhoidal_Salmonella_(iNTS),Iodine_deficiency,Ischemic_heart_disease,Kidney_cancer,Larynx_cancer,Leishmaniasis,Leprosy,Leukemia,Lip_and_oral_cavity_cancer,Liver_cancer,Low_back_pain,Lower_extremity_peripheral_arterial_disease,Lower_respiratory_infections,Lymphatic_filariasis,Malaria,Malignant_neoplasm_of_bone_and_articular_cartilage,Malignant_skin_melanoma,Maternal_disorders,Measles,Meningitis,Mesothelioma,Motor_neuron_disease,Multiple_myeloma,Multiple_sclerosis,Nasopharynx_cancer,Neck_pain,Neonatal_disorders,Neuroblastoma_and_other_peripheral_nervous_cell_tumors,Non-Hodgkin_lymphoma,Non-melanoma_skin_cancer,Non-rheumatic_valvular_heart_disease,Onchocerciasis,Oral_disorders,Osteoarthritis,Other_cardiovascular_and_circulatory_diseases,Other_chronic_respiratory_diseases,Other_digestive_diseases,Other_intestinal_infectious_diseases,Other_malignant_neoplasms,Other_mental_disorders,Other_musculoskeletal_disorders,Other_neglected_tropical_diseases,Other_neoplasms,Other_neurological_disorders,Other_nutritional_deficiencies,Other_pharynx_cancer,Other_sense_organ_diseases,Other_skin_and_subcutaneous_diseases,Other_transport_injuries,Other_unintentional_injuries,Other_unspecified_infectious_diseases,Otitis_media,Ovarian_cancer,Pancreatic_cancer,Pancreatitis,Paralytic_ileus_and_intestinal_obstruction,Parkinson's_disease,Pertussis,Pneumoconiosis,Poisonings,Police_conflict_and_executions,Prostate_cancer,Protein-energy_malnutrition,Pruritus,Psoriasis,Pulmonary_Arterial_Hypertension,Rabies,Rheumatic_heart_disease,Rheumatoid_arthritis,Road_injuries,Scabies,Schistosomiasis,Schizophrenia,Self-harm,Sexually_transmitted_infections_excluding_HIV,Soft_tissue_and_other_extraosseous_sarcomas,Stomach_cancer,Stroke,Sudden_infant_death_syndrome,Testicular_cancer,Tetanus,Thyroid_cancer,Tracheal,"Tracheal,_bronchus,_and_lung_cancer",Trachoma,Tuberculosis,Typhoid_and_paratyphoid,Upper_digestive_system_diseases,Upper_respiratory_infections,Urinary_diseases_and_male_infertility,Urticaria,Uterine_cancer,Varicella_and_herpes_zoster,Vascular_intestinal_disorders,Viral_skin_diseases,Vitamin_A_deficiency,Yellow_fever,Zika_virus
Oral_disorders,0.99913764,0.9981722,0.99848557,0.9991826,0.9967595,0.99897623,0.9979704,0.9989258,0.9983659,0.99813,0.99773216,0.9979749,0.99827266,0.99887055,0.99804294,0.9976217,0.99808955,0.99884945,0.9980938,0.99874127,0.99902356,0.9987978,0.99896747,0.99799323,0.99847454,0.99893695,0.9975472,0.99850994,0.99870044,0.99878293,0.9989337,0.9962946,0.99713326,0.99904627,0.99781823,0.99790156,0.9990116,0.99759686,0.9985662,0.99911135,0.9990167,0.99899155,0.9989423,0.99813944,0.99819267,0.9980334,0.9985706,0.9967334,0.998355,0.9981016,0.9993018,0.99852175,0.99858797,0.99734753,0.99902654,0.9988715,0.99819314,0.9991438,0.9979927,0.99840444,0.99807984,0.99887687,0.9985018,0.99882483,0.9974142,0.9991776,0.99873054,0.99908274,0.99873346,0.99835825,0.9989355,0.9984897,0.998559,0.99896145,0.99813455,0.9972324,0.99793226,0.99767417,0.9982237,0.99831825,0.9985081,0.99909204,0.9977118,0.9985257,0.9983935,0.9994405,0.9985632,0.9987558,0.9992068,0.9989493,0.9972613,0.99776804,0.9991286,0.9987644,0.99884063,0.99806935,0.9987017,0.9986756,0.9984278,0.9982468,0.9987154,0.9989671,0.99886024,0.999137,0.99839514,0.99822026,0.9989979,0.9980438,0.99702084,1.0000001,0.99896604,0.9990818,0.9989283,0.9993006,0.99909025,0.9990678,0.998557,0.9995406,0.9981483,0.99901074,0.9992901,0.9989475,0.99899924,0.99911225,0.99944675,0.9969116,0.998501,0.9987867,0.9991758,0.99865,0.99864143,0.9989849,0.9980792,0.9983103,0.9982183,0.99891686,0.9988781,0.99651545,0.99875647,0.9987792,0.99907243,0.99891347,0.9987338,0.9978744,0.99864525,0.9990089,0.9980464,0.99813586,0.9981038,0.99824476,0.99770975,0.998539,0.9987706,0.99849874,0.99888957,0.99845356,0.99855185,0.9983359,0.99883,0.99774104,0.998746,0.9980097,0.9986722,0.99769884,0.99928844,0.9989737,0.99913013,0.99865276,0.99895364,0.9986817,0.9984982,0.9989433,0.9986531,0.9971317,0.99683297
Osteoarthritis,0.9984967,0.99775285,0.99810004,0.9987694,0.9957015,0.9985077,0.9978306,0.9981973,0.9981304,0.99714136,0.99766326,0.9979753,0.99785197,0.99844813,0.9983101,0.9973751,0.99777913,0.9978958,0.99786377,0.99836576,0.9985712,0.998264,0.9985202,0.9975366,0.9983035,0.9983756,0.9963538,0.9986356,0.9986877,0.9986194,0.9985522,0.99602336,0.99642926,0.9983893,0.99671555,0.99680185,0.9989544,0.99672824,0.99847543,0.99832404,0.9988234,0.998235,0.9984351,0.997538,0.9976742,0.99787545,0.9982158,0.9959001,0.9975432,0.9974732,0.99893117,0.9983701,0.9981652,0.9968603,0.999315,0.9978819,0.99862564,0.99871033,0.9969991,0.99757886,0.99663174,0.99843377,0.99807936,0.99888,0.9962652,0.99869853,0.99819344,0.99868554,0.99803215,0.9976369,0.99877816,0.9979431,0.99820274,0.99860734,0.9979771,0.9968107,0.9968064,0.9967023,0.99747175,0.9985972,0.9981652,0.99829465,0.99634606,0.9972495,0.997629,0.99841684,0.99831724,0.99925923,0.9993386,0.99832433,0.9962126,0.99690974,0.99857795,0.99811405,0.9984094,0.9972593,0.99778795,0.997969,0.9981277,0.9977736,0.9985867,0.99837244,0.9990384,0.99855113,0.99767804,0.99736273,0.9982796,0.9982117,0.9960352,0.99896604,1.0,0.99896437,0.9987182,0.9987811,0.9983214,0.9983326,0.99826187,0.9995465,0.99733365,0.9982221,0.9989434,0.998588,0.9983269,0.99878883,0.9987602,0.9964987,0.99782014,0.99823105,0.99837977,0.9981947,0.9981694,0.9984228,0.99751586,0.9981402,0.9976571,0.9982158,0.99816984,0.9959604,0.99858767,0.99826425,0.99852955,0.9985786,0.99847984,0.99694026,0.9983724,0.99906254,0.99784493,0.9968643,0.9971713,0.99790055,0.9974403,0.9980374,0.9980553,0.9979999,0.9990141,0.9976812,0.99783057,0.9978015,0.9982295,0.99660665,0.9983215,0.9972127,0.9977954,0.9966836,0.9987293,0.9983413,0.99888104,0.99788123,0.99845546,0.9979396,0.9982387,0.9978202,0.9979646,0.99624306,0.9960473
Other_cardiovascular_and_circulatory_diseases,0.99865043,0.9988019,0.99885565,0.99944,0.99653655,0.99881953,0.99827313,0.9985224,0.9987483,0.99794054,0.99789417,0.99896926,0.99850905,0.9991136,0.99944943,0.9977749,0.99810964,0.99849457,0.9984402,0.99886394,0.9990454,0.99886936,0.99902683,0.99812526,0.99958813,0.99875087,0.99745554,0.9994644,0.9992445,0.9993866,0.9990613,0.9964387,0.9971618,0.9991816,0.99756175,0.9975859,0.99907184,0.9975811,0.99884194,0.99885076,0.9995981,0.9990112,0.9991779,0.9981799,0.99836946,0.9983204,0.9985943,0.9967516,0.99852055,0.9987378,0.9996714,0.99901414,0.9987469,0.9972338,0.999043,0.9984851,0.9985542,0.9990906,0.99756974,0.9981172,0.99726754,0.99917483,0.9986727,0.99919635,0.9969279,0.9991734,0.998826,0.9993405,0.9990804,0.9985643,0.9998105,0.9985253,0.99897206,0.99912375,0.9982307,0.9972351,0.9973959,0.997454,0.9981852,0.9996372,0.99882466,0.99870443,0.9972431,0.9980428,0.9985825,0.9987304,0.99888,0.99875766,0.99972034,0.99909,0.9968494,0.9977367,0.9988062,0.9987044,0.9991897,0.99807525,0.9987886,0.9987322,0.9986414,0.9985641,0.99899954,0.99881005,0.99876165,0.9993937,0.9984459,0.9982979,0.9987065,0.99928755,0.9966187,0.9990818,0.99896437,1.0,0.9994218,0.999494,0.9990553,0.9989611,0.9987482,0.999425,0.9979448,0.9987615,0.99954456,0.99911124,0.998712,0.9990305,0.99932456,0.9969259,0.9984945,0.9989043,0.9987806,0.99875695,0.99881643,0.9993425,0.9983592,0.9986422,0.9983942,0.99886316,0.99894714,0.99647945,0.9989635,0.9989868,0.99900466,0.9988257,0.9993368,0.997609,0.99939054,0.9992122,0.9981629,0.9974926,0.9978229,0.99844855,0.9979418,0.9986158,0.99860734,0.9985779,0.99981374,0.99875915,0.9985649,0.99840415,0.99880683,0.99748164,0.9989408,0.9975577,0.9985898,0.9975867,0.9994007,0.99910074,0.999648,0.99876606,0.9989153,0.9987176,0.99923146,0.99852496,0.99853104,0.99704313,0.9968363
Other_chronic_respiratory_diseases,0.9986795,0.9985723,0.9989,0.9992352,0.99650836,0.99864066,0.9984087,0.9985724,0.998687,0.9977189,0.99810874,0.9979143,0.9980145,0.9997375,0.9987639,0.9979529,0.99827814,0.99848694,0.99856704,0.9987016,0.99873185,0.9984859,0.99887675,0.9985865,0.9990243,0.99872005,0.9972615,0.99928796,0.99990785,0.9992341,0.99889416,0.9966467,0.99707997,0.99861723,0.9972464,0.9973955,0.99884826,0.9977082,0.9989328,0.9990962,0.9993624,0.9990983,0.9990742,0.998398,0.9982184,0.99849844,0.99869096,0.9971193,0.9984465,0.99805886,0.9993791,0.9987769,0.99856305,0.9972855,0.9985673,0.9979341,0.998605,0.99884236,0.9976121,0.99744344,0.9972474,0.9987471,0.998345,0.99910486,0.9969043,0.9989367,0.99899155,0.99903256,0.99884033,0.99845475,0.9994416,0.99856776,0.99864537,0.99927294,0.9974455,0.99737835,0.9975043,0.99756646,0.9981672,0.99909836,0.9984771,0.99843514,0.9972595,0.9979979,0.9984805,0.9985428,0.99860364,0.9986626,0.99918854,0.9994891,0.9970061,0.99781364,0.9983015,0.99855036,0.9990302,0.9983835,0.9986475,0.99868417,0.9986151,0.9984926,0.9990573,0.99866796,0.9984899,0.9992319,0.9981987,0.9981263,0.9985766,0.9984161,0.99677,0.9989283,0.9987182,0.9994218,0.9999997,0.99924654,0.9990311,0.99867827,0.99881965,0.99908584,0.9980877,0.9982807,0.9992356,0.9991392,0.9985661,0.99883395,0.99919295,0.9968277,0.998076,0.99910444,0.99876285,0.9986072,0.99864364,0.99901694,0.99772394,0.9985486,0.99862665,0.99913114,0.9987895,0.9965508,0.99877346,0.99898183,0.99907535,0.9990656,0.9992938,0.99773824,0.9989449,0.9992777,0.9980167,0.99762875,0.9979651,0.9985341,0.99805087,0.9988644,0.9981868,0.99836147,0.9993186,0.99870574,0.9981203,0.9985325,0.9984895,0.99709874,0.9990086,0.99778724,0.99872893,0.99767125,0.9991628,0.9994863,0.99930835,0.99888283,0.9987262,0.9987104,0.9986054,0.99848646,0.99860287,0.9971735,0.9970201
Other_digestive_diseases,0.99878293,0.99887073,0.99923366,0.9994476,0.9968345,0.99859464,0.9980565,0.99873847,0.99854624,0.9978816,0.9976465,0.9985343,0.9987914,0.9990173,0.9987086,0.9974538,0.9979234,0.99870855,0.9981581,0.99944735,0.99876773,0.9992593,0.9994229,0.9980034,0.9990711,0.99931157,0.99762654,0.9991006,0.9989837,0.999647,0.9997169,0.99609137,0.9968339,0.9990578,0.9980791,0.99794793,0.99879044,0.99776495,0.9985521,0.99907875,0.9993582,0.9994214,0.9991795,0.9983729,0.9980996,0.99809265,0.9986068,0.9968462,0.99868226,0.998449,0.9996849,0.9986775,0.999473,0.99707633,0.9987312,0.99890864,0.9980346,0.99899083,0.998097,0.998207,0.9976409,0.9997032,0.99952596,0.9991205,0.997166,0.99961644,0.99884844,0.9991239,0.9989226,0.99903286,0.9993327,0.99844116,0.9988016,0.99952406,0.99835247,0.9969429,0.9978515,0.9979579,0.9982062,0.9989578,0.9993514,0.9992859,0.9976045,0.9981786,0.9990195,0.9994222,0.9995646,0.99847096,0.99931175,0.9991391,0.9971046,0.9978735,0.9992504,0.99921453,0.9990258,0.9982262,0.99891216,0.99927497,0.99857736,0.998935,0.9988412,0.9993745,0.9984916,0.9992789,0.99884105,0.9989126,0.9994487,0.99852467,0.99687004,0.9993006,0.9987811,0.999494,0.99924654,0.9999993,0.9995451,0.99957585,0.9984892,0.999372,0.998147,0.99925375,0.99935174,0.99905086,0.99936867,0.99874777,0.9996177,0.99652755,0.998331,0.9990447,0.9988275,0.99940765,0.9995582,0.9996608,0.9987596,0.99848384,0.99851793,0.99899715,0.9990455,0.99616313,0.9993022,0.99890685,0.99917674,0.9989833,0.9990552,0.9978417,0.9988767,0.9992591,0.99780476,0.99771285,0.9983027,0.99820846,0.99768144,0.9986877,0.99921733,0.99944234,0.99923146,0.9984535,0.9990739,0.998487,0.9993254,0.9980402,0.9995084,0.9976273,0.9988343,0.9979619,0.9999395,0.9991539,0.99965733,0.9988166,0.9994653,0.99885726,0.9992444,0.99894285,0.9986118,0.9972632,0.9969881
Other_intestinal_infectious_diseases,0.99867755,0.9985109,0.99906546,0.9992224,0.9972291,0.998337,0.99782497,0.9986227,0.99806964,0.9983533,0.9974537,0.9981623,0.9988755,0.99892175,0.9982847,0.9971981,0.99766964,0.9991552,0.99791175,0.9987625,0.9985239,0.9984392,0.9987074,0.9981853,0.99857366,0.99892735,0.99796736,0.9986717,0.9986632,0.99911207,0.9990584,0.9959752,0.99698734,0.9987883,0.9983982,0.9985363,0.9986875,0.9981528,0.99830866,0.9991248,0.9989833,0.99972576,0.9990942,0.99863,0.99830997,0.99794954,0.99840283,0.9971837,0.9988827,0.9987288,0.99920833,0.9985051,0.9986881,0.99709606,0.99840814,0.99840575,0.9979381,0.9988258,0.99864316,0.9981266,0.9983107,0.99916065,0.9986451,0.99881643,0.99770635,0.9991936,0.9989838,0.9989899,0.9988102,0.9986255,0.9989394,0.99821883,0.99845046,0.99942374,0.9982688,0.9970407,0.9987333,0.9987512,0.9982372,0.9984288,0.99850047,0.9986377,0.9981097,0.9985105,0.99847144,0.99880356,0.99858177,0.99816805,0.9989517,0.9993984,0.9977792,0.9983063,0.9986004,0.9985525,0.998985,0.9986537,0.9992946,0.9986927,0.9981307,0.9983089,0.99852467,0.9985839,0.998255,0.99919105,0.99811345,0.9984412,0.99873495,0.9981321,0.9976691,0.99909025,0.9983214,0.9990553,0.9990311,0.9995451,0.9999999,0.9988549,0.9982426,0.99903363,0.9984274,0.9987147,0.9989819,0.9989198,0.9986813,0.9984629,0.9992635,0.99667126,0.99845535,0.9992238,0.99903303,0.9986707,0.9986647,0.999265,0.9987048,0.9979392,0.99861026,0.99877477,0.9989798,0.99643505,0.9985598,0.9988323,0.9990653,0.9987928,0.99863476,0.9982443,0.99893415,0.9989468,0.9978957,0.99848104,0.99870574,0.9978952,0.99766,0.9989408,0.99854237,0.9986335,0.99882334,0.99853295,0.998578,0.9987243,0.99858,0.9974484,0.9986716,0.9983063,0.9990687,0.9986947,0.9995799,0.9994115,0.9992297,0.99885905,0.9989722,0.99916553,0.9988576,0.9991603,0.9986812,0.99772704,0.9973033
Other_malignant_neoplasms,0.998508,0.9985338,0.99845344,0.999025,0.99677557,0.99838656,0.99750865,0.99853784,0.9984293,0.9975452,0.9971743,0.99799895,0.9981969,0.9984637,0.9979478,0.9970566,0.9978042,0.9984595,0.9977967,0.999544,0.99849886,0.9996249,0.9995851,0.99757344,0.99872595,0.99924177,0.9974347,0.99843055,0.99830747,0.9989783,0.9996066,0.9956495,0.9965962,0.9988472,0.99784315,0.99772453,0.9981855,0.9975055,0.9980277,0.9987536,0.9987338,0.99878246,0.99856925,0.99792063,0.99756783,0.9975764,0.99816865,0.99673516,0.9985227,0.9979719,0.9993106,0.99805695,0.9992628,0.9968057,0.99839795,0.99928635,0.9973641,0.9985281,0.99761933,0.99797463,0.9974934,0.9991572,0.99941206,0.99868786,0.9968375,0.9994969,0.9984462,0.9986941,0.9985604,0.9991574,0.99870276,0.99834853,0.9984682,0.9989475,0.99772424,0.9965644,0.9973629,0.9974628,0.9975348,0.9982496,0.99962264,0.99930876,0.9974154,0.997984,0.99926764,0.99971354,0.9994559,0.9979641,0.9987755,0.99859434,0.9966982,0.9975397,0.9996109,0.99963367,0.99845374,0.9977617,0.9985923,0.9996189,0.99859786,0.9991691,0.99866265,0.9994923,0.9980533,0.99881065,0.999234,0.9991878,0.9996237,0.9978963,0.9964366,0.9990678,0.9983326,0.9989611,0.99867827,0.99957585,0.9988549,0.9999998,0.9981242,0.9991092,0.99798965,0.99961424,0.99909526,0.99839556,0.999384,0.9984105,0.99963033,0.99619156,0.99794304,0.9985253,0.998412,0.9996497,0.99965584,0.9990815,0.99813455,0.99835646,0.99812,0.99882424,0.9986456,0.99576086,0.9993871,0.9981134,0.99870557,0.9987017,0.9987163,0.9976649,0.9982494,0.99890256,0.9972865,0.99741364,0.99784994,0.9979447,0.9971442,0.99817973,0.999735,0.9992566,0.9986491,0.99804056,0.99933577,0.99793845,0.99952286,0.99827355,0.9996166,0.99701625,0.9985412,0.9974749,0.9995191,0.9986136,0.9992508,0.9984167,0.9994478,0.9984443,0.99855584,0.9987809,0.997978,0.9970896,0.9969772
Other_mental_disorders,0.9984076,0.99749887,0.9980217,0.998914,0.99668854,0.99880207,0.999637,0.9982387,0.9992515,0.99764526,0.9996195,0.9970513,0.99732727,0.99881864,0.9978186,0.9994937,0.9995388,0.99794555,0.9996949,0.997919,0.9987302,0.9983868,0.9985339,0.99860007,0.99818474,0.9982441,0.99712145,0.9983367,0.9986391,0.9982051,0.9982589,0.99879384,0.9982531,0.99833137,0.99662143,0.9971668,0.9985856,0.99757934,0.99982846,0.9985227,0.99881047,0.9984528,0.99861026,0.99800956,0.9984289,0.99962175,0.9996275,0.9973028,0.9982756,0.9971989,0.9988714,0.9985763,0.99754167,0.9979134,0.9983286,0.99748045,0.9988907,0.9985248,0.9972999,0.9972065,0.99680686,0.99779004,0.99731,0.99849606,0.99707437,0.9984121,0.998978,0.9989219,0.99844676,0.9976966,0.9986814,0.99923354,0.9990529,0.9984763,0.99698675,0.9990635,0.9971644,0.9972582,0.99785423,0.9980505,0.9976901,0.9976642,0.996954,0.9979159,0.99792016,0.99801636,0.99776,0.99876165,0.99854654,0.9987532,0.9969006,0.9977859,0.9978395,0.99816114,0.9987713,0.9980689,0.9981631,0.99799615,0.998881,0.9977937,0.9990306,0.9981334,0.99851143,0.9989101,0.99810696,0.997393,0.99772507,0.99731886,0.9966686,0.998557,0.99826187,0.9987482,0.99881965,0.9984892,0.9982426,0.9981242,0.9999997,0.99871075,0.9981218,0.9977501,0.9993941,0.99876374,0.9977628,0.9990963,0.9987539,0.9976668,0.99814105,0.9988354,0.99813277,0.9980581,0.99789137,0.99811757,0.99700725,0.9989918,0.9981232,0.9984054,0.99879503,0.99820495,0.99834824,0.9984977,0.99848753,0.99842113,0.99844486,0.9978109,0.9979872,0.99853295,0.99842805,0.9974455,0.99767077,0.9997469,0.99941367,0.9987673,0.9976298,0.99744445,0.9989385,0.9988747,0.9977227,0.9982277,0.9978064,0.99620163,0.9981031,0.9975816,0.99826396,0.9973915,0.99844015,0.99876344,0.99853027,0.9981911,0.9981212,0.99818885,0.9975848,0.99807274,0.99827516,0.9972662,0.9971734
Other_musculoskeletal_disorders,0.9990788,0.9985651,0.9985256,0.99941915,0.9966988,0.9991013,0.99804133,0.99895054,0.99855745,0.99822474,0.9978965,0.9985821,0.9986488,0.9988826,0.9985045,0.99776304,0.99829525,0.99889195,0.99829704,0.9987639,0.99920493,0.9989063,0.998962,0.9980666,0.9989667,0.9987355,0.9973655,0.998854,0.998854,0.9989848,0.9989244,0.9963886,0.9972695,0.99942636,0.99796385,0.9979575,0.99922734,0.99751884,0.9987123,0.99910015,0.99913234,0.9989572,0.9990261,0.99815327,0.99830204,0.99813,0.9987309,0.99676657,0.99858695,0.99852526,0.9994798,0.9986712,0.99854785,0.99732774,0.9994409,0.99897474,0.9985489,0.999166,0.9977933,0.99867225,0.9979015,0.99904466,0.9985371,0.99919623,0.99721026,0.999202,0.9987441,0.99939877,0.9989426,0.9985923,0.9991819,0.998807,0.99887884,0.99908566,0.9985847,0.99724984,0.9977135,0.99754786,0.998084,0.9986486,0.9987801,0.9989365,0.9974193,0.99841434,0.99851644,0.99905705,0.998618,0.9992628,0.9995132,0.9989672,0.9970583,0.99767506,0.99940336,0.9988142,0.9989623,0.99804145,0.99888825,0.9988685,0.99877656,0.9985776,0.9990237,0.99881876,0.9993618,0.9992459,0.99842733,0.99842507,0.99879503,0.99864537,0.9968897,0.9995406,0.9995465,0.999425,0.99908584,0.999372,0.99903363,0.9991092,0.99871075,1.0,0.99809283,0.9991492,0.9995695,0.9989716,0.99880016,0.99924386,0.9995116,0.99708116,0.9987587,0.998765,0.9991187,0.99869496,0.9986739,0.99915177,0.9985644,0.99858236,0.9982036,0.9989902,0.9988987,0.9965136,0.99887705,0.99879825,0.9991945,0.99902767,0.99894446,0.9977865,0.9989853,0.99935836,0.998238,0.99796426,0.9979497,0.9983652,0.9978066,0.9984886,0.9990068,0.9983705,0.9992218,0.9985779,0.9988136,0.9983718,0.99890023,0.99798644,0.9988016,0.9977327,0.99868745,0.99767727,0.9993402,0.9989924,0.9994006,0.9988684,0.99889934,0.9988215,0.9987298,0.998806,0.9984768,0.9970978,0.9968521
Other_neglected_tropical_diseases,0.9982584,0.9972582,0.9980125,0.99857926,0.9992106,0.99796885,0.99745077,0.9981027,0.99828625,0.9985135,0.99694794,0.9965823,0.9967941,0.99814266,0.9968162,0.9970756,0.99806106,0.99859285,0.99751365,0.9976201,0.99810416,0.9981359,0.99815667,0.9987941,0.99777097,0.99807423,0.99900097,0.99753547,0.99764514,0.9978692,0.997866,0.99571145,0.99792135,0.9979932,0.99809474,0.99864054,0.99778885,0.999288,0.997749,0.99847966,0.99802655,0.9987124,0.9983575,0.9986462,0.9981882,0.9977585,0.99779105,0.9990116,0.9987506,0.9973707,0.9982547,0.99791116,0.996809,0.9984144,0.99775213,0.99729645,0.99719125,0.99807626,0.9989542,0.99722725,0.9978806,0.997349,0.9969105,0.9983408,0.99912494,0.99793386,0.99898374,0.9980712,0.9985599,0.99746615,0.997743,0.9983832,0.99796057,0.9981451,0.9965231,0.997384,0.9987801,0.99854237,0.99781424,0.9970282,0.99739456,0.9970515,0.9991034,0.9989665,0.9980851,0.9977882,0.9975449,0.9973202,0.99790466,0.99874103,0.99918556,0.9995324,0.99757004,0.99840736,0.9980599,0.998852,0.9985507,0.99798614,0.9986691,0.9977255,0.9984042,0.99797785,0.99716574,0.99851114,0.9982455,0.9972386,0.9972569,0.9966109,0.99894017,0.9981483,0.99733365,0.9979448,0.9980877,0.998147,0.9984274,0.99798965,0.9981218,0.99809283,1.0,0.9974434,0.9985028,0.99824005,0.9971931,0.9979319,0.9985976,0.99727255,0.99774665,0.99889237,0.99777144,0.9978169,0.99768907,0.9976502,0.9966454,0.9981648,0.99841034,0.99837714,0.99892396,0.9970011,0.9978997,0.99789554,0.9981172,0.99826753,0.9983173,0.99911964,0.99793965,0.99809736,0.99788696,0.9988133,0.999336,0.99784595,0.9973434,0.9985639,0.9975364,0.99693984,0.99781007,0.99826217,0.997444,0.9985533,0.9974021,0.99595416,0.9977281,0.9987306,0.9991923,0.99893767,0.9979626,0.99874705,0.9979666,0.99811715,0.9976877,0.9983667,0.99698925,0.99848676,0.998326,0.9992026,0.99907005
Other_neoplasms,0.99843675,0.9981238,0.9979815,0.9988217,0.99609476,0.9983672,0.99705225,0.9983835,0.9977395,0.9976429,0.9968678,0.9982199,0.9987464,0.99801093,0.99780977,0.9966795,0.9973915,0.99846154,0.997393,0.99905634,0.9985029,0.99904627,0.9990002,0.9971712,0.99832857,0.9988382,0.9969013,0.99802846,0.9979339,0.99858415,0.99895984,0.99529654,0.99639326,0.9990568,0.99818623,0.9979512,0.9983218,0.99690765,0.9976698,0.99849886,0.9983273,0.99849963,0.998304,0.99744904,0.9975767,0.99714035,0.9979625,0.9960402,0.9981453,0.9981662,0.99899477,0.9977139,0.99876344,0.99629754,0.9983552,0.99948835,0.997276,0.99844605,0.9973689,0.9984737,0.99764246,0.9991665,0.99904937,0.99829006,0.99655473,0.99929065,0.99799144,0.9987975,0.99831784,0.99879825,0.99847424,0.99808323,0.998276,0.9984964,0.9983345,0.9962942,0.9972597,0.99711883,0.9974503,0.99788815,0.9992673,0.9992152,0.99697363,0.9979523,0.998344,0.9994223,0.99869645,0.99806094,0.9987245,0.9983199,0.996382,0.9969743,0.9995928,0.99894166,0.99834335,0.99738985,0.9985548,0.9992709,0.9979917,0.99835384,0.9981083,0.99872696,0.9983913,0.99861175,0.99828094,0.99875844,0.99917895,0.99800694,0.99617755,0.99901074,0.9982221,0.9987615,0.9982807,0.99925375,0.9987147,0.99961424,0.9977501,0.9991492,0.9974434,0.99999976,0.9988858,0.9980649,0.999015,0.9983648,0.99937695,0.99610555,0.998273,0.99812,0.99862224,0.99900186,0.9990361,0.9990519,0.99861586,0.99770474,0.99748045,0.998518,0.99822605,0.9956144,0.9988389,0.9979029,0.9985835,0.9982167,0.9982901,0.9972652,0.9983202,0.99838185,0.9972878,0.9974935,0.99743825,0.9974145,0.99688095,0.997806,0.99954015,0.99855185,0.99839854,0.99792916,0.9993818,0.99758476,0.99946445,0.99870175,0.9989222,0.9969828,0.9982605,0.99725264,0.9992586,0.9983487,0.99902225,0.998324,0.99919397,0.9982858,0.99830115,0.9985409,0.99765193,0.99648523,0.99625796
