MeSH Terms,All of Us,Estonian Biobank,FinnGen,Million Veteran Program,UK Biobank
fibroblasts,0,0,0,16,1
fibromuscular dysplasia,0,0,0,1,1
fibromyalgia,0,0,0,1,4
fibronectins,0,0,0,1,0
fibrosarcoma,0,0,0,1,0
fibrosis,1,0,3,29,10
fiji,0,0,0,0,1
filaggrin proteins,0,0,1,0,3
filamins,0,0,0,6,0
film dosimetry,0,0,0,5,0
filtering surgery,1,0,0,0,0
filtration,0,0,0,2,0
financial management,1,0,0,0,1
financial support,0,0,0,0,1
"financing, government",1,0,0,0,0
"financing, organized",1,0,0,0,0
fingers,0,0,0,0,2
finite element analysis,0,0,0,1,0
finland,2,3,38,2,22
firearms,1,0,0,1,0
firefighters,0,0,0,0,1
fish diseases,0,0,0,1,0
fish oils,0,0,0,0,28
fish proteins,0,0,0,2,0
fisheries,0,0,0,1,0
fishes,0,0,0,1,5
fitness centers,0,0,0,0,1
fitness trackers,1,0,0,3,8
fixatives,0,0,0,1,0
flame retardants,0,0,0,1,0
flatfoot,0,0,1,1,0
flavonoids,0,0,0,0,4
floods,0,0,0,1,1
florida,1,0,0,0,0
flow cytometry,0,0,0,3,0
flowers,0,0,0,3,0
floxuridine,0,0,0,1,0
fluid therapy,1,0,0,2,0
fluorescein angiography,0,0,0,0,1
fluorescence recovery after photobleaching,0,0,0,2,0
fluorescence resonance energy transfer,0,0,0,1,0
fluorescent antibody technique,0,0,0,2,0
"fluorescent antibody technique, indirect",0,0,0,1,0
fluorescent dyes,2,0,0,0,0
fluorides,0,0,0,1,1
fluorocarbons,0,0,1,1,0
fluorodeoxyglucose f18,0,0,0,11,0
fluoroscopy,0,0,0,1,0
fluorouracil,0,0,0,4,1
fluticasone,0,0,1,0,1
fluvoxamine,0,0,0,0,1
fms-like tyrosine kinase 3,0,0,0,0,1
focal adhesion kinase 1,0,0,0,1,0
focal adhesion protein-tyrosine kinases,0,0,0,1,0
focus groups,4,0,0,1,1
folic acid,1,0,4,0,15
folic acid deficiency,1,0,0,0,2
folklore,1,0,0,0,0
follicle stimulating hormone,1,0,0,0,1
"follicle stimulating hormone, beta subunit",0,1,1,0,1
follistatin-related proteins,0,0,1,0,0
follow-up studies,5,1,2,114,179
fontan procedure,0,0,0,1,0
food,0,0,1,1,5
food additives,0,0,0,0,2
food chain,1,0,0,0,0
food handling,0,0,0,2,16
food hypersensitivity,0,0,0,1,0
food industry,1,0,0,0,0
food insecurity,2,0,0,0,1
food labeling,0,0,0,1,0
food preferences,0,1,0,1,4
food quality,0,1,0,1,0
food safety,0,0,0,1,0
food supply,1,0,0,0,0
food technology,1,0,0,0,0
"food, genetically modified",1,0,0,0,0
"food, processed",0,0,0,1,17
foot,1,0,0,0,0
foot diseases,1,0,0,0,0
football,1,0,0,1,0
forced expiratory volume,0,0,2,2,50
forearm,0,1,0,0,3
forearm injuries,0,1,0,0,1
forecasting,6,0,0,0,7
forensic dentistry,1,0,0,0,0
forensic medicine,2,0,0,0,0
forensic sciences,0,0,0,0,1
forkhead box protein o1,0,0,0,1,0
forkhead transcription factors,0,0,0,1,6
form perception,0,0,0,1,0
formaldehyde,0,0,0,2,0
formins,0,0,0,0,1
forms and records control,1,0,0,0,0
formularies as topic,1,0,0,0,0
"fornix, brain",0,0,0,0,2
fos-related antigen-2,0,0,0,0,1
foundations,2,0,0,0,0
founder effect,0,0,1,1,3
fourier analysis,0,0,0,2,0
fovea centralis,0,0,0,0,2
fractals,0,0,0,1,1
"fractional flow reserve, myocardial",0,0,0,1,0
"fractures, bone",0,1,4,1,39
"fractures, spontaneous",0,0,2,0,2
fragile x syndrome,0,0,0,1,0
frail elderly,2,0,1,1,19
frailty,4,0,8,1,91
frameshift mutation,0,0,1,0,1
france,2,0,0,3,3
fraud,1,0,0,0,0
freedom,1,0,0,0,0
freeze etching,1,0,0,0,0
freezing,0,0,0,1,2
freudian theory,1,0,0,0,0
freund's adjuvant,0,0,0,1,0
friends,1,0,0,0,2
frontal lobe,0,0,0,2,1
frontotemporal dementia,0,0,1,0,7
fructokinases,0,0,0,0,1
fructose,0,0,0,0,1
"fructose metabolism, inborn errors",0,0,0,0,1
fruit,0,0,6,1,25
fruit and vegetable juices,0,0,0,0,4
fuchs' endothelial dystrophy,0,0,0,2,0
fucosyltransferases,0,0,0,0,2
fuel oils,0,0,0,1,0
fukushima nuclear accident,1,0,0,0,0
functional laterality,1,0,0,1,16
functional neuroimaging,0,0,0,1,3
functional status,0,0,1,0,0
fundulidae,0,0,0,1,0
fundus oculi,0,0,0,0,17
fungal proteins,0,0,0,1,0
fungi,1,0,0,0,0
funnel chest,0,0,0,5,0
furin,0,0,2,3,2
"fusion proteins, bcr-abl",0,0,0,1,0
fuzzy logic,1,0,0,0,0
g protein-coupled inwardly-rectifying potassium channels,0,0,0,0,1
g-quadruplexes,1,0,0,0,0
g1 phase,0,0,0,1,0
gaba modulators,0,0,0,1,0
gadolinium,0,0,0,21,1
gadolinium dtpa,0,0,0,1,0
"gag gene products, human immunodeficiency virus",0,0,0,1,0
gain of function mutation,0,0,0,0,4
gait,1,0,0,0,4
galactoside 2-alpha-l-fucosyltransferase,0,0,0,0,3
galactosyltransferases,0,0,0,0,2
galectin 3,0,0,1,1,1
gallbladder diseases,0,0,0,0,1
gallbladder neoplasms,0,0,0,0,2
gallstones,0,0,6,0,8
galvanic skin response,0,0,0,1,0
gambling,1,0,0,0,0
gamma-aminobutyric acid,0,0,0,1,0
gamma-glutamyltransferase,0,0,1,2,11
gamma-tocopherol,0,0,1,0,1
ganglioglioma,0,0,0,1,0
gangrene,0,0,0,0,1
gardens,0,0,0,0,2
gas chromatography-mass spectrometry,0,0,0,4,1
gasdermins,0,0,0,0,1
gastric acid,0,0,0,1,0
gastric inhibitory polypeptide,0,0,0,0,1
gastric mucosa,0,0,0,1,1
gastritis,1,0,2,0,7
"gastritis, atrophic",0,0,0,0,1
gastroesophageal reflux,1,0,15,3,17
gastrointestinal diseases,1,0,10,1,18
gastrointestinal hemorrhage,0,0,0,1,4
gastrointestinal microbiome,1,2,110,2,45
gastrointestinal motility,0,0,1,1,1
gastrointestinal neoplasms,0,0,6,1,18
gastrointestinal tract,1,0,0,1,0
gastroschisis,0,0,0,1,0
gastroscopy,0,0,0,4,0
gata1 transcription factor,0,0,0,0,1
gata2 transcription factor,0,1,0,0,0
gata3 transcription factor,0,0,0,0,3
gata6 transcription factor,0,0,0,0,1
gated blood-pool imaging,1,0,0,2,0
gatekeeping,1,0,0,0,0
gc rich sequence,0,0,0,0,1
gefitinib,0,0,0,2,0
gels,0,0,0,1,0
gemcitabine,0,0,0,4,0
gender dysphoria,1,0,0,0,0
gender identity,11,0,0,3,1
gender-based violence,0,0,0,1,0
gene amplification,0,0,0,2,1
gene conversion,0,0,0,0,1
gene deletion,0,0,0,1,2
gene dosage,0,1,0,2,0
gene duplication,0,0,0,0,2
gene editing,1,0,0,0,5
gene expression,1,0,0,19,31
gene expression profiling,0,1,6,17,35
gene expression regulation,2,0,0,13,39
"gene expression regulation, bacterial",0,0,0,1,0
"gene expression regulation, developmental",0,1,0,8,1
"gene expression regulation, enzymologic",0,0,0,2,1
"gene expression regulation, leukemic",0,0,0,2,0
"gene expression regulation, neoplastic",1,0,0,44,6
"gene expression regulation, plant",0,0,0,5,0
"gene expression regulation, viral",0,0,0,2,0
gene frequency,5,4,11,13,111
gene fusion,1,0,0,1,0
gene knockdown techniques,0,0,0,2,4
gene knockout techniques,0,0,0,1,4
gene library,0,0,0,1,0
gene ontology,0,0,0,2,6
gene regulatory networks,0,0,1,3,26
gene silencing,0,0,0,5,1
gene transfer techniques,0,0,0,2,0
gene-environment interaction,2,2,3,1,123
genealogy and heraldry,0,1,0,0,1
general practice,1,0,0,0,1
general practitioners,1,0,0,0,0
generalized anxiety disorder,0,0,0,0,2
genes,1,0,0,1,2
"genes, bacterial",0,0,0,0,1
"genes, bcl-2",0,0,0,2,0
"genes, brca1",0,0,0,0,3
"genes, brca2",0,1,0,0,3
"genes, dominant",0,0,0,2,5
"genes, erbb-1",0,0,0,0,1
"genes, homeobox",0,0,0,1,0
"genes, jun",0,0,0,1,0
"genes, mdr",0,0,0,6,0
"genes, mhc class i",0,0,1,0,3
"genes, mhc class ii",0,0,0,0,1
"genes, mitochondrial",0,0,0,1,2
"genes, modifier",0,0,0,0,1
"genes, neoplasm",0,0,0,1,2
"genes, plant",0,0,0,3,0
"genes, recessive",0,0,1,0,3
"genes, regulator",0,0,0,0,1
"genes, reporter",0,0,0,3,0
"genes, tumor suppressor",0,0,0,1,1
"genes, x-linked",0,0,0,0,4
genetic association studies,2,3,9,10,121
genetic background,0,1,1,1,1
genetic carrier screening,1,1,0,1,0
genetic counseling,4,1,0,1,1
"genetic diseases, inborn",2,0,0,0,9
"genetic diseases, x-linked",0,0,0,1,1
genetic engineering,1,0,0,2,1
genetic enhancement,0,0,0,0,1
genetic fitness,0,0,0,0,3
genetic heterogeneity,0,0,2,3,12
genetic linkage,0,0,0,3,2
genetic load,0,0,0,0,1
genetic loci,0,3,12,18,154
genetic markers,2,0,4,11,36
genetic phenomena,1,0,0,0,1
genetic pleiotropy,0,0,3,3,65
genetic predisposition to disease,37,17,319,106,1450
genetic privacy,0,0,0,0,3
genetic profile,0,0,1,0,0
genetic research,4,0,0,0,10
genetic risk score,8,0,3,5,76
genetic structures,0,0,0,0,2
genetic techniques,1,0,0,1,1
genetic testing,6,4,1,4,42
genetic therapy,0,0,0,2,0
genetic variation,12,1,10,7,243
genetic vectors,0,0,0,3,0
genetics,1,0,0,0,0
"genetics, behavioral",0,0,0,1,0
"genetics, medical",4,0,0,0,2
"genetics, population",4,1,1,2,54
genistein,0,0,0,0,1
"genital diseases, female",0,0,2,0,1
"genital neoplasms, female",0,0,2,0,2
"genitalia, female",0,0,0,1,0
"genitalia, male",0,0,0,1,0
genome,3,1,1,1,26
genome size,0,0,0,1,0
"genome, human",8,5,0,2,102
"genome, mitochondrial",0,0,0,0,4
"genome, viral",0,0,0,4,0
genome-wide association study,32,30,873,148,2616
genomic imprinting,1,0,0,0,2
genomic instability,0,0,0,0,1
genomic medicine,1,0,0,0,0
genomic structural variation,0,0,0,0,1
genomics,25,6,12,11,149
genotype,8,9,15,39,347
genotyping techniques,0,0,0,0,12
gentamicins,0,0,0,2,0
geographic mapping,0,0,1,0,0
geography,0,0,0,1,2
geranyltranstransferase,0,0,0,1,0
gerbillinae,0,0,0,1,0
geriatric assessment,2,0,0,2,14
geriatric nursing,2,0,0,0,0
geriatrics,3,0,0,0,0
germ cells,0,0,1,1,14
germ-line mutation,0,0,1,1,24
germany,3,0,1,3,5
germinal center,0,0,0,1,0
germinal center kinases,0,0,0,0,1
germination,0,0,0,1,0
gestational age,1,0,4,10,4
ghana,1,0,0,0,0
ghrelin,0,0,1,0,1
giant cell arteritis,0,0,2,0,1
gilbert disease,0,0,0,0,2
gills,0,0,0,1,0
gingiva,0,0,0,1,0
glafenine,0,0,0,0,1
glass,0,0,0,1,0
glaucoma,10,0,14,1,44
"glaucoma, angle-closure",0,0,1,0,2
"glaucoma, open-angle",4,0,11,5,35
gliadin,0,0,0,0,1
glial fibrillary acidic protein,0,0,0,1,2
gliclazide,0,0,0,0,1
glioblastoma,0,0,2,12,3
glioma,0,0,0,7,14
global burden of disease,0,0,1,0,1
global health,7,0,1,2,3
globus pallidus,0,0,0,0,1
glomerular filtration rate,0,0,7,6,68
"glomerulonephritis, iga",0,0,3,1,0
"glomerulonephritis, membranous",0,0,0,0,1
glucagon,0,0,0,0,2
glucagon-like peptide 1,1,0,1,0,4
glucagon-like peptide-1 receptor,1,0,2,1,3
glucagon-like peptide-1 receptor agonists,0,0,2,0,1
glucagon-like peptide-2 receptor,0,0,0,0,1
glucagon-like peptides,1,0,0,0,0
glucocorticoids,0,0,2,1,3
glucokinase,0,0,0,0,1
gluconates,0,0,0,1,0
glucosamine,0,0,2,0,19
glucose,1,0,5,5,31
glucose intolerance,0,0,0,0,2
glucose tolerance test,0,0,0,0,1
"glucose transport proteins, facilitative",0,0,0,0,3
glucose-6-phosphatase,0,0,0,0,1
glucosephosphate dehydrogenase,1,0,0,1,0
glucosephosphate dehydrogenase deficiency,1,0,0,1,0
glucosyltransferases,0,0,0,0,1
glucuronidase,0,0,0,0,2
glucuronosyltransferase,0,0,0,1,3
glutamates,0,0,0,1,1
glutamic acid,0,0,0,2,3
glutamine,0,1,0,0,3
glutaral,0,0,0,1,0
glutathione,0,0,0,5,0
glutathione transferase,0,0,1,1,1
glutens,0,0,0,0,3
glycated hemoglobin,1,0,12,1,99
"glycation end products, advanced",0,0,0,0,3
glycemic control,2,0,1,1,9
glycemic index,0,0,0,0,1
glycerophospholipids,0,0,1,0,0
glycine,0,0,2,1,4
glycoproteins,0,0,2,2,13
glycosaminoglycans,0,0,0,0,1
glycosuria,0,0,0,0,1
glycosylation,0,0,2,0,2
glymphatic system,0,0,0,0,2
glypicans,0,0,0,0,1
goals,4,0,0,1,0
goiter,0,0,0,0,1
gold,0,0,0,2,1
gold alloys,1,0,0,0,0
golf,0,0,0,1,0
gonadal steroid hormones,0,0,7,0,31
gonadotropin-releasing hormone,0,0,0,9,0
gossypium,0,0,0,2,0
gout,0,0,4,0,51
gout suppressants,0,0,0,0,2
governing board,0,0,0,0,2
government employees,1,0,0,0,0
government programs,0,0,0,1,0
government regulation,1,0,0,0,0
gpi-linked proteins,0,0,0,0,1
"graft occlusion, vascular",0,0,0,1,0
graft rejection,0,0,0,1,0
graft survival,0,0,0,1,0
graft vs host disease,0,0,0,1,0
gram-positive bacteria,1,0,0,0,0
grandparents,0,0,0,0,1
granulocyte colony-stimulating factor,0,0,1,0,0
granulocytes,0,0,1,0,2
granuloma annulare,6,0,0,0,0
"granulomatous disease, chronic",0,0,0,1,0
granzymes,0,0,0,0,1
graves disease,2,0,9,1,3
gray matter,0,0,0,1,67
grb10 adaptor protein,0,0,0,0,1
greece,1,0,0,2,0
green fluorescent proteins,0,0,0,3,0
greenhouse gases,0,0,0,0,1
greenland,0,0,0,0,1
grief,1,0,0,0,0
grounded theory,1,0,0,0,0
growth,0,0,0,1,0
growth and development,0,0,0,0,1
growth differentiation factor 15,0,0,1,1,5
growth differentiation factor 5,0,0,0,0,1
growth disorders,0,0,0,0,4
growth hormone,0,0,0,0,1
"gtp-binding protein alpha subunit, gi2",0,0,0,0,1
"gtp-binding protein alpha subunits, gs",0,0,0,0,1
gtp-binding proteins,0,0,0,0,1
gtpase-activating proteins,0,0,1,0,3
guaiacol,0,0,0,1,0
guanine,0,0,0,1,0
guanine nucleotide dissociation inhibitors,0,0,0,0,1
guanine nucleotide exchange factors,0,0,0,2,3
guanosine,1,0,0,0,0
guanylate cyclase,0,0,1,0,1
guideline adherence,2,0,0,0,0
guidelines as topic,6,0,0,0,0
guillain-barre syndrome,0,0,1,0,0
guilt,1,0,0,0,0
guinea pigs,0,0,0,9,0
gulf war,0,0,0,5,0
gyrus cinguli,0,0,0,0,6
habits,0,0,0,0,2
hair,0,0,1,0,2
"hair cells, auditory",0,0,0,0,2
"hair cells, vestibular",0,0,0,1,0
hair color,0,0,0,0,5
hair diseases,0,0,1,0,0
hair follicle,0,0,0,0,1
hallucinations,0,0,0,0,2
hallucinogens,0,0,0,0,2
hallux valgus,0,0,1,0,0
hand,2,0,0,2,5
hand joints,0,0,0,0,1
hand strength,0,0,3,4,123
hand-foot syndrome,0,0,0,0,1
haploinsufficiency,0,0,1,0,2
haplotypes,1,0,5,3,62
hapmap project,0,1,0,0,0
happiness,1,0,0,0,7
haptoglobins,0,0,1,0,1
hares,0,0,1,1,1
hashimoto disease,2,0,5,0,2
hazardous substances,2,0,0,0,0
hct116 cells,0,0,0,1,0
head,1,0,0,2,2
head and neck neoplasms,0,0,1,1,6
head movements,0,0,0,3,1
headache,0,0,1,2,3
health,1,0,0,0,6
health behavior,6,0,0,3,22
"health benefit plans, employee",1,0,0,0,0
health care coalitions,1,0,0,0,0
health care costs,1,0,1,1,5
health care sector,1,0,0,0,1
health care surveys,3,0,0,0,0
health communication,2,0,0,0,0
health disparate minority and vulnerable populations,1,0,0,0,0
health education,2,0,0,0,0
"health education, dental",1,0,0,0,0
health equity,4,0,0,0,1
health expenditures,1,0,0,0,1
health facility administration,1,0,0,0,0
health facility administrators,2,0,0,0,0
health facility closure,1,0,0,0,0
health impact assessment,0,0,0,0,1
health information exchange,0,0,0,0,1
health information interoperability,0,0,0,0,1
health information management,1,0,0,0,0
health information systems,1,0,0,0,4
health insurance portability and accountability act,1,0,0,0,0
"health knowledge, attitudes, practice",6,0,0,4,3
health literacy,3,0,0,0,0
health occupations,0,0,0,1,0
health personnel,6,0,0,3,2
health planning guidelines,1,0,0,0,0
health planning technical assistance,1,0,0,0,0
health policy,9,0,0,2,0
health priorities,1,0,0,0,0
health promotion,16,0,0,3,2
"health records, personal",1,0,0,0,1
health resources,1,0,0,3,2
health risk behaviors,0,0,0,0,1
health services,1,0,0,1,0
health services accessibility,28,0,0,0,1
health services for the aged,2,0,0,1,0
health services needs and demand,6,0,0,2,1
health services research,0,0,0,0,1
health status,9,0,2,7,54
health status disparities,10,0,0,0,17
health status indicators,0,0,0,2,0
health surveys,7,0,0,3,12
health transition,1,0,0,0,0
health workforce,1,0,0,0,0
healthcare disparities,22,0,0,1,1
healthy aging,0,0,0,0,7
healthy lifestyle,0,0,1,3,81
healthy people programs,0,0,0,1,0
healthy volunteers,1,0,0,2,11
hearing,1,0,0,2,17
hearing aids,0,0,0,0,7
hearing disorders,0,0,0,0,5
hearing loss,2,0,2,0,37
"hearing loss, conductive",0,0,0,1,0
"hearing loss, noise-induced",0,0,0,1,0
"hearing loss, sensorineural",0,0,2,1,6
"hearing loss, sudden",0,0,0,2,0
"hearing loss, unilateral",0,0,0,0,1
hearing tests,0,0,0,0,5
heart,2,0,1,12,53
heart aneurysm,0,0,0,1,0
heart arrest,1,0,0,9,3
heart atria,0,0,0,25,9
heart auscultation,0,0,0,1,0
heart block,0,0,0,7,0
heart conduction system,0,0,0,5,2
"heart defects, congenital",2,0,1,11,12
heart disease risk factors,2,1,5,0,81
heart diseases,0,0,1,9,26
heart failure,5,0,22,22,169
heart function tests,0,0,0,2,3
heart murmurs,0,0,0,4,0
heart neoplasms,0,0,1,1,0
heart rate,0,0,1,27,33
heart rupture,0,0,0,1,0
"heart septal defects, atrial",0,0,0,7,0
"heart septal defects, ventricular",0,0,0,1,1
heart septum,0,0,0,2,0
heart sounds,0,0,0,2,0
heart transplantation,0,0,0,0,1
heart valve diseases,1,0,2,38,6
heart valve prosthesis,0,0,0,26,0
heart valve prosthesis implantation,0,0,0,73,0
heart valves,0,0,0,6,1
heart ventricles,0,0,0,42,27
heart-assist devices,0,0,0,2,0
heat-shock proteins,0,0,0,1,0
heat-shock response,0,0,0,1,0
heating,0,0,0,0,1
hedgehog proteins,0,0,0,3,0
heel,0,0,0,0,7
hek293 cells,0,0,0,8,6
hela cells,0,0,0,11,1
helicobacter infections,1,0,3,0,5
helicobacter pylori,0,0,4,0,4
helminth proteins,0,0,0,1,0
helping behavior,0,0,0,2,0
hematinics,0,0,0,1,0
hematocrit,0,0,0,1,2
hematologic diseases,1,0,0,2,1
hematologic neoplasms,0,0,1,0,11
hematologic tests,0,0,0,0,2
hematology,2,0,0,0,0
"hematoma, subdural",1,0,0,0,1
hematopoiesis,1,1,0,0,21
hematopoietic stem cell transplantation,1,0,0,3,0
hematopoietic stem cells,0,0,0,0,6
hematuria,0,0,0,0,3
heme,0,0,0,0,1
heme oxygenase (decyclizing),0,0,0,1,0
heme oxygenase-1,0,0,0,0,1
hemiterpenes,0,0,0,2,0
hemochromatosis,0,0,0,0,9
hemochromatosis protein,0,0,0,0,9
"hemodialysis units, hospital",1,0,0,0,0
hemodynamics,1,0,0,19,2
hemoglobin a,0,0,0,0,2
hemoglobins,0,0,1,2,16
hemolysin proteins,0,0,0,5,0
hemolysis,0,0,0,1,2
hemorheology,0,0,0,1,0
hemorrhage,0,0,0,2,5
"hemorrhagic fever, ebola",0,0,0,1,0
hemorrhagic stroke,1,0,1,1,11
hemorrhoids,0,0,1,0,1
hemostasis,0,0,0,3,1
"hemostasis, surgical",0,0,0,1,0
hemostatic techniques,0,0,0,2,0
hemostatics,0,0,0,0,1
hep g2 cells,0,0,0,4,3
hepacivirus,0,0,0,1,2
heparan sulfate proteoglycans,1,0,0,1,0
heparin,0,0,0,2,0
heparin antagonists,0,0,0,1,0
heparitin sulfate,0,0,0,0,1
hepatic artery,0,0,0,1,0
hepatitis,0,0,0,0,1
hepatitis b,0,0,0,1,0
hepatitis b e antigens,0,0,0,1,0
hepatitis b surface antigens,0,0,0,1,0
hepatitis b virus,0,0,0,1,0
hepatitis c,0,0,1,0,2
"hepatitis c, chronic",0,0,0,1,2
hepatitis e,0,0,0,2,0
hepatitis e virus,0,0,0,1,0
"hepatitis, autoimmune",1,0,0,0,1
"hepatitis, chronic",0,0,1,0,1
"hepatitis, viral, human",0,0,1,1,2
hepatocyte growth factor,0,0,0,1,0
hepatocyte nuclear factor 1-alpha,0,0,0,0,3
hepatocytes,0,0,0,1,3
hepatomegaly,0,0,1,0,1
hepcidins,0,0,2,0,2
hereditary breast and ovarian cancer syndrome,0,1,0,0,1
heredity,2,0,0,3,6
hernia,0,0,0,1,0
"hernia, abdominal",0,0,0,0,2
"hernia, diaphragmatic",0,0,0,0,1
"hernia, hiatal",1,0,1,0,0
"hernia, inguinal",0,0,1,0,4
"hernia, umbilical",0,0,0,0,1
"hernias, diaphragmatic, congenital",0,0,1,0,0
herniorrhaphy,1,0,2,0,2
herpes simplex,0,0,1,0,0
herpes zoster,0,0,2,0,3
herpes zoster vaccine,0,0,0,0,1
herpesviridae,0,0,1,0,0
herpesviridae infections,0,0,1,1,0
"herpesvirus 1, bovine",0,0,0,1,0
"herpesvirus 1, human",0,0,1,0,1
"herpesvirus 3, human",0,0,1,0,3
"herpesvirus 4, human",0,0,3,1,9
"herpesvirus 6, human",0,0,0,0,1
"herpesvirus 7, human",0,0,0,0,1
heterocyclic compounds,0,0,0,0,1
heterografts,0,0,0,2,0
heteroplasmy,0,0,0,0,1
heterozygote,0,0,4,3,45
hidradenitis suppurativa,5,0,1,0,1
high-frequency ventilation,1,0,0,0,0
high-temperature requirement a serine peptidase 1,0,0,0,1,5
high-throughput nucleotide sequencing,1,2,0,2,14
high-throughput screening assays,2,1,0,0,2
hip,0,0,0,0,2
hip dislocation,0,0,0,0,1
hip fractures,0,0,0,0,10
hip joint,0,0,0,0,3
hippocampus,1,0,0,5,36
hispanic or latino,26,0,1,8,12
histamine,0,0,0,0,3
histamine h2 antagonists,0,0,0,0,5
histidine,0,1,0,0,1
histocompatibility,0,0,0,1,0
histocompatibility antigens class i,0,0,1,2,9
histocompatibility antigens class ii,0,0,2,0,6
histocytological preparation techniques,1,0,0,0,0
histone chaperones,0,0,0,0,1
histone deacetylase inhibitors,0,0,0,1,0
histone demethylases,0,0,0,1,0
histone-lysine n-methyltransferase,0,0,0,0,1
histones,0,0,0,2,0
history,1,0,0,0,0
history of dentistry,1,0,0,0,0
history of nursing,1,0,0,0,0
"history, 18th century",3,0,0,0,0
"history, 19th century",5,0,0,0,0
"history, 20th century",30,0,0,0,1
"history, 21st century",15,1,0,0,0
"history, ancient",0,1,0,0,2
"history, medieval",1,1,0,0,0
hiv,1,0,0,0,1
hiv core protein p24,0,0,0,1,0
hiv envelope protein gp41,1,0,0,1,0
hiv fusion inhibitors,1,0,0,0,0
hiv infections,10,0,3,5,4
hiv seropositivity,0,0,0,1,0
hiv-1,1,0,0,3,2
hiv-2,0,0,0,1,0
hla antigens,0,0,3,0,26
hla-b27 antigen,0,0,0,0,1
hla-c antigens,0,0,1,0,2
hla-dp beta-chains,1,0,0,0,0
hla-dq alpha-chains,0,0,1,0,0
hla-dq antigens,0,0,1,0,2
hla-dq beta-chains,0,0,2,0,1
hla-dr antigens,0,0,3,0,1
hla-dr serological subtypes,0,0,0,0,1
hla-drb1 chains,0,0,2,0,8
hmga2 protein,0,0,0,0,1
hmgb1 protein,0,0,0,1,0
hodgkin disease,0,0,2,1,1
holistic health,1,0,0,0,0
holistic nursing,1,0,0,0,0
home care agencies,1,0,0,0,0
home care services,3,0,0,0,0
home infusion therapy,0,0,0,1,0
home nursing,1,0,0,0,0
homeobox protein pitx2,0,0,0,0,1
homeodomain proteins,0,0,2,1,8
homeopathy,1,0,0,0,0
homeostasis,2,0,3,1,9
homes for the aged,1,0,0,0,0
homicide,0,0,0,1,0
hominidae,0,0,0,0,2
homocysteine,0,0,2,1,7
homocystinuria,0,0,0,1,0
homologous recombination,0,0,0,1,0
homophobia,1,0,0,0,0
homosexuality,0,0,0,0,1
"homosexuality, male",0,0,0,0,2
homozygote,1,0,2,2,24
honey,0,0,0,1,0
hong kong,0,0,0,0,4
hoof and claw,1,0,0,0,0
hormone replacement therapy,0,0,0,3,6
hormones,0,0,0,1,8
horses,1,0,0,0,0
hospice care,3,0,0,0,0
hospices,1,0,0,0,0
hospital bed capacity,0,0,0,0,1
hospital costs,0,0,0,0,3
hospital mortality,1,0,0,9,2
hospital records,0,0,0,0,1
hospitalization,0,0,3,14,81
hospitals,4,0,0,2,8
"hospitals, community",0,0,0,1,0
"hospitals, general",0,0,0,1,0
"hospitals, public",3,0,0,0,0
"hospitals, teaching",1,0,0,2,0
host factor 1 protein,0,0,0,1,0
host specificity,0,0,0,1,0
host-pathogen interactions,2,0,0,3,2
hostility,1,0,0,0,0
hot flashes,0,0,0,0,2
hot temperature,0,0,0,3,0
household products,1,0,0,0,0
"housekeeping, hospital",0,0,0,1,0
housing,4,0,0,0,1
hsp27 heat-shock proteins,0,0,0,0,1
hsp40 heat-shock proteins,0,0,1,0,0
hsp70 heat-shock proteins,0,0,1,2,3
human activities,0,0,0,1,1
human experimentation,1,0,0,0,2
human genetics,4,0,1,0,6
human genome project,2,0,0,0,2
human migration,0,2,0,0,1
human papillomavirus 16,0,0,0,0,1
human papillomavirus 18,0,1,0,0,1
human papillomavirus viruses,1,1,0,1,2
human rights,6,0,0,0,0
human umbilical vein endothelial cells,0,0,0,0,1
humanism,3,0,0,0,0
humanities,2,0,0,0,0
humans,906,62,1142,1646,7755
humeral fractures,0,0,1,0,0
hungary,1,0,0,0,0
hunting,0,0,0,0,1
huntington disease,0,0,0,1,1
hyaluronic acid,0,0,0,2,0
hydrocephalus,0,0,0,0,1
"hydrocephalus, normal pressure",0,0,3,0,1
hydrochlorothiazide,0,0,0,0,1
hydrocortisone,0,0,4,0,5
hydrodynamics,1,0,0,0,0
hydrogels,1,0,0,0,0
hydrogen peroxide,0,0,0,4,0
hydrogen sulfide,0,0,0,1,0
hydrogen-ion concentration,0,0,0,2,0
